序号,交易对,卖量暴涨倍数,当日买量倍数,当日卖量倍数,买卖量比值,信号时未平仓量,建仓时未平仓量,未平仓量比率,买量加速度,信号时间,信号价,建仓日期,建仓具体时间,建仓5分钟时刻,建仓时多空比,建仓价,建仓涨幅%,平仓日期,平仓具体时间,平仓价,持仓小时数,盈亏百分比,建仓手续费,补仓手续费,平仓手续费,交易手续费合计,资金费,资金费次数,平均费率%,盈亏金额,扣交易费后,最终净盈亏,真实盈亏金额,余额,连续爆,2小时判断,12小时判断,平仓原因,基差%,杠杆倍数,仓位金额,是否有补仓,补仓价格,补仓后平均价,2h收盘价,2h涨幅%,2h最大跌幅%,12h收盘价,12h涨幅%,12h最大跌幅%,24h收盘价,24小时涨幅%,24h最大跌幅%,72h最大跌幅%,最大跌幅%,2小时最大涨幅%,24小时最大涨幅%,止盈阈值%,建仓时账户多空比,信号时账户多空比,多空比变化率,当前5m时间,当前5m收盘价,当前浮盈金额,当前浮盈百分比
47,ICXUSDT,18.8,23.3,15.0,1.557,,,,0.0000,2025-11-12 07:00,0.084600,2025-11-12,2025-11-12 08:00:00,2025-11-12 08:00:00,,0.083000,-1.89%,2025-11-13,2025-11-13 19:00:00,0.073870,35.0,11.00%,0.2449,,0.2180,0.4630,0.0000,,,134.72,134.26,134.26,134.26,10880.21,否,中（改成20%）,弱（12%）,take_profit,0.0000%,3.0,408.25,否,,,0.084000,1.20%,1.57%,0.078300,-5.66%,6.75%,0.079600,-4.10%,6.75%,13.25%,11.81%,1.93%,,11.0%,,,,,,,
48,ZRXUSDT,17.3,8.3,7.1,1.163,,,,0.0000,2025-11-12 12:00,0.217300,2025-11-12,2025-11-12 13:00:00,2025-11-12 13:00:00,,0.216000,-0.60%,2025-11-13,2025-11-13 17:00:00,0.192240,28.0,11.00%,0.2327,,0.2071,0.4398,0.0000,,,127.99,127.55,127.55,127.55,11007.76,否,中（改成20%）,弱（12%）,take_profit,0.0000%,3.0,387.84,否,,,0.212900,-1.44%,2.50%,0.207400,-3.98%,6.34%,0.204200,-5.46%,6.34%,18.94%,11.62%,1.44%,,11.0%,,,,,,,
49,AIOTUSDT,16.2,16.2,17.5,0.926,,,,0.0000,2025-11-12 11:00,0.523700,2025-11-12,2025-11-12 12:00:00,2025-11-12 12:00:00,,0.522100,-0.31%,2025-11-13,2025-11-13 00:00:00,0.579400,12.0,-10.97%,0.2211,,0.2453,0.4664,8.2317,3,-0.2482%,-121.31,-121.78,-130.01,-130.01,10877.75,否,中（改成20%）,弱（12%）,early_stop_loss_12h,-1.5098%,3.0,368.44,否,,,0.523700,0.31%,1.05%,0.579400,10.97%,2.51%,0.539500,,2.51%,3.49%,2.51%,1.46%,,,,,,,,,
50,IPUSDT,15.1,9.2,7.8,1.177,,,,0.0000,2025-11-12 13:00,4.136000,2025-11-12,2025-11-12 14:00:00,2025-11-12 14:00:00,,4.154000,0.44%,2025-11-13,2025-11-13 02:00:00,3.697060,12.0,11.00%,0.2100,,0.1869,0.3969,0.0000,,,115.51,115.11,115.11,115.11,10992.86,否,中（改成20%）,弱（12%）,take_profit,-0.0554%,3.0,350.02,否,,,4.073000,-1.95%,4.50%,3.703000,-10.86%,11.48%,3.764000,,12.25%,29.90%,11.48%,3.51%,,11.0%,,,,,,,
51,BANKUSDT,344.6,308.1,268.7,1.147,,,,0.0000,2025-11-13 10:00,0.090040,2025-11-13,2025-11-13 11:00:00,2025-11-13 11:00:00,,0.093150,3.45%,2025-11-13,2025-11-13 14:00:00,0.073589,3.0,21.00%,0.2939,,0.2322,0.5262,-0.0735,1,0.0050%,308.64,308.12,308.19,308.19,11301.05,是,中（改成20%）,中（保持20%）,take_profit,-0.0560%,3.0,489.91,否,,,0.082880,-11.03%,13.23%,0.055300,-40.63%,47.40%,0.054420,,47.40%,49.29%,44.61%,1.64%,,21.0%,,,,,,,
52,USUALUSDT,150.0,256.1,330.0,0.776,,,,0.0000,2025-11-13 13:00,0.037880,2025-11-13,2025-11-13 14:00:00,2025-11-13 14:00:00,,0.037260,-1.64%,2025-11-16,2025-11-16 00:00:00,0.030170,58.0,19.03%,0.3032,,0.2455,0.5487,0.0000,,,288.46,287.91,287.91,287.91,11588.97,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.2557%,3.0,505.32,否,,,0.037010,-0.67%,7.33%,0.032820,-11.92%,12.94%,0.030770,-17.42%,20.69%,23.24%,20.69%,7.35%,,,,,,,,,
53,SUPERUSDT,69.0,43.2,53.0,0.815,,,,0.0000,2025-11-13 01:00,0.308800,2025-11-13,2025-11-13 02:00:00,2025-11-13 02:00:00,,0.309500,0.23%,2025-11-16,2025-11-16 00:00:00,0.266700,70.0,13.83%,0.2880,,0.2482,0.5362,0.0000,,,199.16,198.62,198.62,198.62,11787.59,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1401%,3.0,480.05,否,,,0.304300,-1.68%,2.65%,0.293200,-5.27%,5.88%,0.272300,-12.02%,12.44%,17.87%,17.87%,0.68%,,,,,,,,,
54,TOSHIUSDT,37.6,8.1,10.1,0.802,,,,0.0000,2025-11-13 02:00,0.000523,2025-11-13,2025-11-13 03:00:00,2025-11-13 03:00:00,,0.000525,0.23%,2025-11-13,2025-11-13 18:00:00,0.000467,15.0,11.00%,0.2736,,0.2435,0.5172,0.0000,,,150.50,149.98,149.98,149.98,11937.57,否,中（改成20%）,弱（12%）,take_profit,-0.2623%,3.0,456.05,否,,,0.000522,-0.57%,2.76%,0.000504,-3.98%,6.65%,0.000466,,12.95%,19.14%,12.01%,1.54%,,11.0%,,,,,,,
55,ZORAUSDT,33.5,73.2,56.2,1.302,,,,0.0000,2025-11-13 00:00,0.066090,2025-11-13,2025-11-13 01:00:00,2025-11-13 01:00:00,,0.067120,1.56%,2025-11-15,2025-11-15 07:00:00,0.053025,54.0,21.00%,0.2781,,0.2197,0.4979,0.0000,,,292.04,291.54,291.54,291.54,12229.11,是,中（改成20%）,弱（12%）,take_profit,-2.2743%,3.0,463.55,否,,,0.069680,3.81%,3.38%,0.063780,-4.98%,5.99%,0.057040,-15.02%,15.61%,24.40%,21.41%,6.30%,,21.0%,,,,,,,
56,VTHOUSDT,31.9,14.4,20.1,0.719,,,,0.0000,2025-11-13 03:00,0.001178,2025-11-13,2025-11-13 04:00:00,2025-11-13 04:00:00,,0.001183,0.42%,2025-11-16,2025-11-16 00:00:00,0.001090,68.0,7.86%,0.2642,,0.2435,0.5077,0.0000,,,103.86,103.35,103.35,103.35,12332.46,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,440.37,否,,,0.001186,0.25%,0.93%,0.001169,-1.18%,1.44%,0.001108,-6.34%,7.86%,10.06%,10.06%,0.76%,,,,,,,,,
57,PLAYUSDT,23.8,33.8,41.1,0.822,,,,0.0000,2025-11-13 13:00,0.027960,2025-11-13,2025-11-13 14:00:00,2025-11-13 14:00:00,,0.028180,0.79%,2025-11-14,2025-11-14 02:00:00,0.029360,12.0,-4.19%,0.2510,,0.2615,0.5125,0.0000,,,-52.55,-53.07,-53.07,-53.07,12279.39,是,中（改成20%）,弱（12%）,early_stop_loss_12h,0.0000%,3.0,418.35,否,,,0.027900,-0.99%,3.58%,0.029360,4.19%,3.58%,0.028700,,7.59%,7.59%,3.58%,3.90%,,,,,,,,,
58,AVNTUSDT,23.7,29.4,30.1,0.975,,,,0.0000,2025-11-13 13:00,0.555800,2025-11-13,2025-11-13 14:00:00,2025-11-13 14:00:00,,0.563500,1.39%,2025-11-16,2025-11-16 00:00:00,0.499500,58.0,11.36%,0.2385,,0.2114,0.4498,28.5364,14,-0.1710%,135.42,134.97,106.43,106.43,12385.82,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.3141%,3.0,397.44,否,,,0.567700,0.75%,3.46%,0.508400,-9.78%,11.38%,0.500400,-11.20%,13.63%,16.24%,13.63%,8.77%,,,,,,,,,
59,TRBUSDT,18.3,3.8,3.4,1.118,,,,0.0000,2025-11-13 16:00,26.770000,2025-11-13,2025-11-13 17:00:00,2025-11-13 17:00:00,,26.999000,0.86%,2025-11-14,2025-11-14 12:00:00,31.858820,19.0,-18.00%,0.2265,,0.2673,0.4939,0.0000,,,-203.88,-204.38,-204.38,-204.38,12181.44,否,中（改成20%）,弱（12%）,stop_loss,0.0000%,3.0,377.56,否,,,25.217000,-6.60%,8.25%,26.296000,-2.60%,8.71%,24.512000,,16.05%,16.05%,8.71%,0.49%,,,,,,,,,
60,RIFUSDT,18.1,19.5,6.0,3.265,,,,0.0000,2025-11-13 16:00,0.044360,2025-11-13,2025-11-13 17:00:00,2025-11-13 17:00:00,,0.044510,0.34%,2025-11-14,2025-11-14 04:00:00,0.035163,11.0,21.00%,0.2152,,0.1700,0.3852,0.0000,,,225.97,225.59,225.59,225.59,12407.03,否,中（改成20%）,中（保持20%）,take_profit,0.0000%,3.0,358.69,否,,,0.043120,-3.12%,4.18%,0.040340,-9.37%,21.34%,0.039980,,21.34%,21.34%,21.34%,2.18%,,21.0%,,,,,,,
61,SAFEUSDT,60.2,22.6,27.1,0.833,,,,0.0000,2025-11-14 00:00,0.175600,2025-11-14,2025-11-14 01:00:00,2025-11-14 01:00:00,,0.172800,-1.59%,2025-11-16,2025-11-16 00:00:00,0.169600,47.0,1.85%,0.2381,,0.2337,0.4719,0.0000,,,22.05,21.58,21.58,21.58,12428.61,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1591%,3.0,396.89,否,,,0.172400,-0.23%,1.45%,0.167100,-3.30%,5.09%,0.169400,-1.97%,5.09%,9.90%,5.09%,1.85%,,,,,,,,,
62,HFTUSDT,51.8,57.0,100.7,0.566,,,,0.0000,2025-11-14 12:00,0.038380,2025-11-14,2025-11-14 13:00:00,2025-11-14 13:00:00,,0.039360,2.55%,2025-11-16,2025-11-16 00:00:00,0.039470,35.0,-0.28%,0.2262,,0.2269,0.4531,0.0000,,,-3.16,-3.61,-3.61,-3.61,12424.99,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,377.04,否,,,0.039010,-0.89%,3.35%,0.038430,-2.36%,6.99%,0.039480,0.30%,6.99%,7.32%,6.99%,0.33%,,,,,,,,,
63,ALCHUSDT,48.9,58.9,48.9,1.204,,,,0.0000,2025-11-14 13:00,0.090410,2025-11-14,2025-11-14 14:00:00,2025-11-14 14:00:00,,0.089590,-0.91%,2025-11-14,2025-11-14 14:35:00,0.105716,0.58,-18.00%,0.2149,,0.2536,0.4685,0.0000,,,-193.42,-193.89,-193.89,-193.89,12231.10,是,强（2h内默认）,强（保持30%）,stop_loss,0.0299%,3.0,358.19,否,,,0.157830,76.17%,8.37%,0.160490,79.14%,8.37%,0.159850,,8.37%,8.37%,8.37%,77.29%,,,,,,,,,
64,SOONUSDT,32.2,59.5,51.1,1.165,,,,0.0000,2025-11-14 19:00,3.704600,2025-11-14,2025-11-14 20:00:00,2025-11-14 20:00:00,,4.093600,10.50%,2025-11-14,2025-11-14 20:05:00,4.830448,0.08,-18.00%,0.2091,,0.2467,0.4558,0.0000,,,-188.19,-188.64,-188.64,-188.64,12042.46,是,强（2h内默认）,强（保持30%）,stop_loss,-1.7193%,3.0,348.50,否,,,2.712700,-33.73%,46.99%,2.606300,-36.33%,46.99%,2.537400,,46.99%,66.45%,46.99%,32.24%,,,,,,,,,
65,CGPTUSDT,30.4,9.2,11.1,0.826,,,,0.0000,2025-11-14 11:00,0.042660,2025-11-14,2025-11-14 12:50:00,2025-11-14 12:50:00,,0.042320,-0.80%,2025-11-16,2025-11-16 00:00:00,0.043100,35.17,-1.84%,0.2034,,0.2072,0.4106,-0.2505,8,0.0031%,-18.75,-19.16,-18.91,-18.91,12023.55,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,339.07,否,,,0.043070,1.77%,0.92%,0.042520,0.47%,2.39%,0.043020,1.18%,2.39%,5.41%,2.39%,2.27%,,,,,,,,,
66,XVGUSDT,31.7,14.5,14.2,1.021,,,,0.0000,2025-11-15 17:00,0.007690,2025-11-15,2025-11-15 18:00:00,2025-11-15 18:00:00,,0.007619,-0.92%,2025-11-16,2025-11-16 00:00:00,0.007723,6.0,-1.37%,0.2518,,0.2552,0.5070,0.0000,,,-17.18,-17.69,-17.69,-17.69,12005.86,是,中（改成20%）,中（保持20%）,btc_yesterday_yang_flatten_open,-0.1532%,3.0,419.60,否,,,0.007413,-2.70%,3.56%,0.007705,1.13%,4.74%,0.007451,,4.74%,6.72%,3.56%,1.22%,,,,,,,,,
67,1000XECUSDT,21.6,7.3,7.4,0.987,,,,0.0000,2025-11-14 17:00,0.013560,2025-11-14,2025-11-14 18:00:00,2025-11-14 18:00:00,,0.013530,-0.22%,2025-11-16,2025-11-16 00:00:00,0.013210,30.0,2.37%,0.2392,,0.2335,0.4727,-0.2093,3,0.0058%,28.28,27.81,28.02,28.02,12033.88,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,398.62,否,,,0.013810,2.07%,0.22%,0.013620,0.67%,3.47%,0.013400,-0.96%,3.47%,8.13%,3.47%,2.29%,,,,,,,,,
68,LYNUSDT,19.3,4.0,3.4,1.174,,,,0.0000,2025-11-14 15:00,0.126500,2025-11-14,2025-11-14 16:00:00,2025-11-14 16:00:00,,0.124260,-1.77%,2025-11-16,2025-11-16 00:00:00,0.118480,32.0,4.65%,0.2272,,0.2166,0.4439,0.0000,,,52.84,52.40,52.40,52.40,12086.28,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,378.69,否,,,0.111560,-10.22%,10.82%,0.120930,-2.68%,11.31%,0.116800,-6.00%,11.31%,25.69%,11.31%,4.51%,,,,,,,,,
69,LAUSDT,19.0,3.7,5.2,0.703,,,,0.0000,2025-11-15 05:00,0.498600,2025-11-15,2025-11-15 06:00:00,2025-11-15 06:00:00,,0.498300,-0.06%,2025-11-18,2025-11-18 06:00:00,0.489700,72.0,1.73%,0.3626,,0.3563,0.7189,0.0000,,,31.29,30.57,30.57,30.57,12116.85,是,中（改成20%）,弱（12%）,max_hold_time,-0.7825%,3.0,604.31,否,,,0.477300,-4.21%,6.86%,0.514800,3.31%,6.86%,0.527300,5.82%,6.86%,12.76%,12.76%,2.71%,,,,,,,,,
70,API3USDT,18.7,53.6,45.2,1.186,,,,0.0000,2025-11-15 19:00,0.623000,2025-11-15,2025-11-15 20:05:00,2025-11-15 20:05:00,,0.612100,-1.75%,2025-11-18,2025-11-18 20:00:00,0.572800,71.92,6.42%,0.3445,,0.3223,0.6668,23.8047,17,-0.0813%,110.58,109.91,86.11,86.11,12202.96,否,中（改成20%）,弱（12%）,max_hold_time,-0.3532%,3.0,574.10,否,,,0.601400,-1.75%,2.65%,0.590500,-3.53%,4.51%,0.585300,-3.89%,8.48%,10.77%,10.77%,1.24%,,,,,,,,,
71,EVAAUSDT,18.1,4.6,5.2,0.870,,,,0.0000,2025-11-14 03:00,2.091000,2025-11-14,2025-11-14 04:00:00,2025-11-14 04:00:00,,2.206000,5.50%,2025-11-14,2025-11-14 05:00:00,1.478020,1.0,33.00%,0.3272,,0.2192,0.5465,0.0000,,,539.94,539.39,539.39,539.39,12742.35,是,强（2h内默认）,强（保持30%）,take_profit,-1.7369%,3.0,545.39,否,,,1.506000,-31.73%,36.40%,1.233000,-44.11%,51.36%,1.256000,,51.36%,51.36%,36.40%,7.84%,,33.0%,,,,,,,
72,RAREUSDT,16.8,33.7,42.3,0.797,,,,0.0000,2025-11-15 17:00,0.031900,2025-11-15,2025-11-15 18:00:00,2025-11-15 18:00:00,,0.031210,-2.16%,2025-11-17,2025-11-17 19:00:00,0.027777,49.0,11.00%,0.3434,,0.3056,0.6491,0.0000,,,188.88,188.23,188.23,188.23,12930.58,否,中（改成20%）,弱（12%）,take_profit,0.0000%,3.0,572.36,否,,,0.029910,-4.17%,4.81%,0.029820,-4.45%,6.79%,0.028530,-8.59%,10.16%,11.53%,11.41%,3.11%,,11.0%,,,,,,,
73,CARVUSDT,15.6,56.8,32.0,1.772,,,,0.0000,2025-11-14 00:00,0.156800,2025-11-14,2025-11-14 01:00:00,2025-11-14 01:00:00,,0.158000,0.77%,2025-11-17,2025-11-17 01:00:00,0.159700,72.0,-1.08%,0.3262,,0.3298,0.6560,-1.7032,18,0.0058%,-17.55,-18.21,-16.50,-16.50,12914.08,否,中（改成20%）,弱（12%）,max_hold_time,0.0000%,3.0,543.74,否,,,0.157900,-0.06%,1.08%,0.157300,-0.44%,3.67%,0.168100,6.39%,3.67%,3.67%,3.67%,0.76%,,,,,,,,,
74,UBUSDT,15.1,13.5,20.4,0.659,,,,0.0000,2025-11-14 06:00,0.039730,2025-11-14,2025-11-14 07:00:00,2025-11-14 07:00:00,,0.039700,-0.08%,2025-11-17,2025-11-17 07:00:00,0.039920,72.0,-0.55%,0.3099,,0.3117,0.6216,0.0000,,,-8.59,-9.21,-9.21,-9.21,12904.87,否,中（改成20%）,弱（12%）,max_hold_time,0.0000%,3.0,516.56,否,,,0.038780,-2.32%,3.22%,0.040820,2.82%,4.69%,0.039990,0.73%,4.69%,4.69%,4.69%,1.84%,,,,,,,,,
75,CROSSUSDT,13.8,12.9,10.6,1.217,,,,0.0000,2025-11-15 07:00,0.122120,2025-11-15,2025-11-15 08:00:00,2025-11-15 08:00:00,,0.124580,2.01%,2025-11-15,2025-11-15 12:00:00,0.147004,4.0,-18.00%,0.2944,,0.3474,0.6419,0.0000,,,-264.99,-265.64,-265.64,-265.64,12639.23,否,中（改成20%）,中（保持20%）,stop_loss,0.1345%,3.0,490.73,否,,,0.128280,2.97%,3.36%,0.150670,20.94%,3.36%,0.098070,,23.11%,23.11%,3.36%,4.83%,,,,,,,,,
76,NILUSDT,12.5,6.7,9.8,0.684,,,,0.0000,2025-11-15 18:00,0.187800,2025-11-15,2025-11-15 19:00:00,2025-11-15 19:00:00,,0.183600,-2.24%,2025-11-16,2025-11-16 07:00:00,0.200000,12.0,-8.93%,0.2865,,0.3121,0.5985,0.0000,,,-127.94,-128.54,-128.54,-128.54,12510.69,否,中（改成20%）,弱（12%）,early_stop_loss_12h,0.0000%,3.0,477.45,否,,,0.181900,-0.93%,1.36%,0.200000,8.93%,1.36%,0.205700,,1.36%,1.36%,1.36%,2.45%,,,,,,,,,
77,MYXUSDT,11.4,7.5,4.9,1.547,,,,0.0000,2025-11-15 02:00,2.928000,2025-11-15,2025-11-15 03:00:00,2025-11-15 03:00:00,,2.883000,-1.54%,2025-11-15,2025-11-15 04:00:00,3.401940,1.0,-18.00%,0.2721,,0.3211,0.5933,0.0000,,,-244.93,-245.52,-245.52,-245.52,12265.17,是,强（2h内默认）,强（保持30%）,stop_loss,0.0000%,3.0,453.58,否,,,2.537000,-12.00%,20.01%,2.631000,-8.74%,29.83%,2.624000,,29.83%,29.83%,16.96%,22.72%,,,,,,,,,
78,RSRUSDT,75.8,51.4,40.2,1.276,,,,0.0000,2025-11-17 17:00,0.003651,2025-11-17,2025-11-17 18:00:00,2025-11-17 18:00:00,,0.003646,-0.14%,2025-11-19,2025-11-19 00:00:00,0.003798,30.0,-4.17%,0.3291,,0.3428,0.6719,0.0000,,,-68.60,-69.27,-69.27,-69.27,12195.90,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0294%,3.0,548.50,否,,,0.003571,-2.06%,3.07%,0.003660,0.38%,3.07%,0.003834,5.16%,3.07%,7.62%,3.07%,1.07%,,,,,,,,,
79,GPSUSDT,52.1,195.4,180.4,1.083,,,,0.0000,2025-11-17 13:00,0.005729,2025-11-17,2025-11-17 14:00:00,2025-11-17 14:00:00,,0.005716,-0.23%,2025-11-19,2025-11-19 00:00:00,0.005842,34.0,-2.20%,0.3126,,0.3195,0.6322,0.0000,,,-34.46,-35.09,-35.09,-35.09,12160.80,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0976%,3.0,521.08,否,,,0.005787,1.24%,1.26%,0.005770,0.94%,2.62%,0.005764,0.84%,2.62%,8.19%,2.62%,4.88%,,,,,,,,,
80,BANANAUSDT,43.5,9.1,8.2,1.101,,,,0.0000,2025-11-17 17:00,8.409000,2025-11-17,2025-11-17 18:00:00,2025-11-17 18:00:00,,8.407000,-0.02%,2025-11-19,2025-11-19 00:00:00,8.596000,30.0,-2.25%,0.2970,,0.3037,0.6007,0.0097,7,-0.0001%,-33.39,-33.99,-34.00,-34.00,12126.81,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,495.02,否,,,8.314000,-1.11%,2.05%,8.494000,1.03%,2.68%,8.701000,3.50%,2.68%,8.80%,2.68%,1.03%,,,,,,,,,
81,NMRUSDT,42.9,14.1,10.3,1.377,,,,0.0000,2025-11-17 07:00,10.901000,2025-11-17,2025-11-17 08:00:00,2025-11-17 08:00:00,,10.867000,-0.31%,2025-11-19,2025-11-19 00:00:00,10.210000,40.0,6.05%,0.2822,,0.2651,0.5473,0.0000,,,85.30,84.75,84.75,84.75,12211.56,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-1.5393%,3.0,470.27,否,,,11.059000,1.77%,0.93%,10.360000,-4.67%,5.54%,10.296000,-5.25%,7.97%,10.70%,7.97%,4.51%,,,,,,,,,
82,AIXBTUSDT,41.0,57.7,25.9,2.227,,,,0.0000,2025-11-17 13:00,0.051200,2025-11-17,2025-11-17 14:00:00,2025-11-17 14:00:00,,0.051080,-0.23%,2025-11-19,2025-11-19 00:00:00,0.052290,34.0,-2.37%,0.2681,,0.2744,0.5425,0.9658,8,-0.0090%,-31.75,-32.29,-33.26,-33.26,12178.30,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,446.76,否,,,0.051370,0.57%,2.92%,0.051890,1.59%,3.78%,0.051500,0.82%,3.78%,6.48%,3.78%,3.99%,,,,,,,,,
83,MAGICUSDT,35.3,54.3,32.2,1.685,,,,0.0000,2025-11-17 11:00,0.134800,2025-11-17,2025-11-17 12:00:00,2025-11-17 12:00:00,,0.130900,-2.89%,2025-11-19,2025-11-19 00:00:00,0.116600,36.0,10.92%,0.2547,,0.2268,0.4815,0.0000,,,139.10,138.61,138.61,138.61,12316.91,是,中（改成20%）,强（30%）,btc_yesterday_yang_flatten_open,-0.9373%,3.0,424.42,否,,,0.121000,-7.56%,9.01%,0.114700,-12.38%,14.36%,0.114100,-12.83%,14.36%,14.82%,14.36%,3.06%,,,,,,,,,
84,ONGUSDT,31.4,62.1,30.7,2.026,,,,0.0000,2025-11-17 21:00,0.099430,2025-11-17,2025-11-17 22:00:00,2025-11-17 22:00:00,,0.099330,-0.10%,2025-11-19,2025-11-19 00:00:00,0.102050,26.0,-2.74%,0.2419,,0.2485,0.4905,0.0000,,,-33.12,-33.61,-33.61,-33.61,12283.30,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,403.20,否,,,0.100090,0.77%,0.23%,0.099850,0.52%,1.10%,0.101180,1.86%,1.10%,4.94%,1.10%,1.05%,,,,,,,,,
85,LUNA2USDT,30.2,4.8,4.4,1.087,,,,0.0000,2025-11-17 14:00,0.080290,2025-11-17,2025-11-17 15:00:00,2025-11-17 15:00:00,,0.080260,-0.04%,2025-11-19,2025-11-19 00:00:00,0.077920,33.0,2.92%,0.2298,,0.2231,0.4529,0.0000,,,33.50,33.05,33.05,33.05,12316.35,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,383.04,否,,,0.078330,-2.40%,4.45%,0.076180,-5.08%,7.77%,0.076640,-4.51%,7.77%,12.35%,7.77%,0.30%,,,,,,,,,
86,SOLVUSDT,202.3,144.4,201.0,0.718,,,,0.0000,2025-11-18 10:00,0.015800,2025-11-18,2025-11-18 11:00:00,2025-11-18 11:00:00,,0.015690,-0.70%,2025-11-18,2025-11-18 23:00:00,0.016280,12.0,-3.76%,0.2572,,0.2669,0.5240,0.0000,,,-48.36,-48.88,-48.88,-48.88,12267.47,是,中（改成20%）,弱（12%）,early_stop_loss_12h,-0.0172%,3.0,428.64,否,,,0.014560,-7.20%,9.24%,0.016280,3.76%,9.37%,0.016240,,9.37%,10.71%,9.37%,5.29%,,,,,,,,,
87,SKYAIUSDT,134.6,121.3,132.1,0.918,,,,0.0000,2025-11-18 15:00,0.025490,2025-11-18,2025-11-18 16:00:00,2025-11-18 16:00:00,,0.024630,-3.37%,2025-11-18,2025-11-18 16:20:00,0.029063,0.33,-18.00%,0.2557,,0.3017,0.5575,0.0000,,,-230.15,-230.71,-230.71,-230.71,12036.76,是,强（2h内默认）,强（保持30%）,stop_loss,0.2634%,3.0,426.20,否,,,0.023970,-2.68%,18.80%,0.023490,-4.63%,18.80%,0.022210,,18.80%,18.80%,18.80%,23.91%,,,,,,,,,
88,ONTUSDT,35.8,48.0,46.0,1.044,,,,0.0000,2025-11-18 13:00,0.076300,2025-11-18,2025-11-18 14:00:00,2025-11-18 14:00:00,,0.076900,0.79%,2025-11-19,2025-11-19 00:00:00,0.077800,10.0,-1.17%,0.2488,,0.2517,0.5005,0.0000,,,-14.56,-15.06,-15.06,-15.06,12021.71,否,中（改成20%）,中（保持20%）,btc_yesterday_yang_flatten_open,-0.2168%,3.0,414.66,否,,,0.077700,1.04%,1.04%,0.077600,0.91%,1.04%,0.076500,,2.86%,16.91%,1.04%,2.47%,,,,,,,,,
89,DOLOUSDT,32.9,184.9,55.5,3.331,,,,0.0000,2025-11-18 10:00,0.048770,2025-11-18,2025-11-18 11:00:00,2025-11-18 11:00:00,,0.048710,-0.12%,2025-11-19,2025-11-19 00:00:00,0.049360,13.0,-1.33%,0.2364,,0.2395,0.4759,0.0000,,,-15.77,-16.25,-16.25,-16.25,12005.46,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,393.93,否,,,0.048330,-0.78%,1.79%,0.049660,1.95%,2.11%,0.048740,,2.11%,10.02%,2.11%,0.29%,,,,,,,,,
90,SLPUSDT,31.0,83.8,48.6,1.723,,,,0.0000,2025-11-18 09:00,0.001016,2025-11-18,2025-11-18 10:00:00,2025-11-18 10:00:00,,0.000995,-2.07%,2025-11-21,2025-11-21 10:00:00,0.000926,72.0,6.93%,0.3602,,0.3352,0.6954,0.0000,,,124.88,124.19,124.19,124.19,12129.64,是,中（改成20%）,弱（12%）,max_hold_time,0.0000%,3.0,600.27,否,,,0.000993,-0.20%,1.71%,0.000988,-0.70%,1.71%,0.000991,-0.40%,3.22%,11.56%,11.56%,2.21%,,,,,,,,,
91,BTRUSDT,29.7,31.5,17.5,1.804,,,,0.0000,2025-11-18 20:00,0.043200,2025-11-18,2025-11-18 21:00:00,2025-11-18 21:00:00,,0.043420,0.51%,2025-11-19,2025-11-19 15:00:00,0.038644,18.0,11.00%,0.3422,,0.3045,0.6467,-0.3422,4,0.0050%,188.19,187.54,187.88,187.88,12317.53,否,中（改成20%）,弱（12%）,take_profit,0.0000%,3.0,570.26,否,,,0.042260,-2.67%,3.22%,0.041700,-3.96%,6.56%,0.036940,,17.53%,23.77%,11.79%,0.64%,,11.0%,,,,,,,
92,FORMUSDT,27.4,11.1,9.3,1.191,,,,0.0000,2025-11-18 14:00,0.429500,2025-11-18,2025-11-18 15:00:00,2025-11-18 15:00:00,,0.425700,-0.88%,2025-11-21,2025-11-21 15:00:00,0.384700,72.0,9.63%,0.3250,,0.2937,0.6188,0.0000,,,156.53,155.91,155.91,155.91,12473.44,是,中（改成20%）,弱（12%）,max_hold_time,0.0000%,3.0,541.75,否,,,0.462000,8.53%,0.99%,0.424200,-0.35%,1.29%,0.403600,-5.19%,6.86%,16.40%,16.40%,11.13%,,,,,,,,,
